iter	MultiClass
0	1.208561616
1	0.9829136102
2	0.8210492596
3	0.70485148
4	0.6112793934
5	0.5369686452
6	0.4763089942
7	0.4269429454
8	0.3839421017
9	0.3475241099
10	0.3182082822
11	0.2911960115
12	0.2664992055
13	0.2466147527
14	0.2297175495
15	0.2151174768
16	0.2021613407
17	0.1913168776
18	0.1803118145
19	0.1710851815
20	0.1624413963
21	0.155238642
22	0.1476897848
23	0.1424299071
24	0.1370671731
25	0.1328229484
26	0.1283920328
27	0.1256952337
28	0.1223786283
29	0.1194754894
30	0.1163447818
31	0.1139353017
32	0.111643561
33	0.1094722797
34	0.1079013496
35	0.106315522
36	0.1048544568
37	0.1033280398
38	0.1019637422
39	0.1007189685
40	0.0993632044
41	0.09818415705
42	0.0971777297
43	0.09648081603
44	0.09557954238
45	0.09463671698
46	0.09375779314
47	0.09331367877
48	0.09227088251
49	0.09172242207
50	0.09116498952
51	0.09056589665
52	0.09025770039
53	0.08948462909
54	0.08915434359
55	0.0889017423
56	0.0885944735
57	0.08808510467
58	0.08758542403
59	0.08718704581
60	0.08691683456
61	0.08651528021
62	0.08634223807
63	0.08607964141
64	0.08587972202
65	0.0854407913
66	0.08505044239
67	0.08468409311
68	0.08424238056
69	0.08379235495
70	0.08358548413
71	0.08329633133
72	0.08292193677
73	0.08266907023
74	0.08234748795
75	0.08210225751
76	0.08197159019
77	0.08163448021
78	0.08135718844
79	0.08125091036
80	0.08096932813
81	0.08070824768
82	0.0805033416
83	0.08021699576
84	0.08003918973
85	0.07996467208
86	0.07977899928
87	0.0797045915
88	0.07965933779
89	0.07962215578
90	0.07945052242
91	0.0793206699
92	0.07901965523
93	0.07885694632
94	0.07875840699
95	0.07854660455
96	0.07839674913
97	0.07826851273
98	0.07806694605
99	0.07796312978
100	0.07787671686
101	0.07779234124
102	0.07772528141
103	0.07763271536
104	0.07751567576
105	0.07737123514
106	0.07708341178
107	0.07700278269
108	0.07678257548
109	0.07661376834
110	0.07653468041
111	0.07648316719
112	0.07634127953
113	0.0762384036
114	0.07611411932
115	0.0759781683
116	0.07590579122
117	0.07578966753
118	0.07563766636
119	0.07559440764
120	0.07547190233
121	0.07543894504
122	0.07530316239
123	0.07520125926
124	0.07515411473
125	0.07498078411
126	0.07492872311
127	0.07484675211
128	0.07476350048
129	0.07473346719
130	0.07468605392
131	0.07461710278
132	0.07453337201
133	0.07450518963
134	0.07443507254
135	0.07439706625
136	0.07432701392
137	0.07429251476
138	0.07423770878
139	0.07418405879
140	0.07405275667
141	0.07398729678
142	0.07391258727
143	0.07383355036
144	0.07376646376
145	0.07365323013
146	0.0736122421
147	0.07354382472
148	0.07352500701
149	0.07350395083
150	0.07343560864
151	0.07338762076
152	0.07336034695
153	0.07329717254
154	0.07323450519
155	0.07317660501
156	0.07312572977
157	0.07309940942
158	0.07303383327
159	0.07300660758
160	0.07296191015
161	0.07291177533
162	0.07288341064
163	0.07279564929
164	0.07273895583
165	0.07272798925
166	0.07266231306
167	0.07261680314
168	0.0725853685
169	0.07254746844
170	0.07252689041
171	0.0724458859
172	0.07242676412
173	0.07239012054
174	0.07235740734
175	0.07232709366
176	0.07226945029
177	0.07224170896
178	0.07221370077
179	0.07217113086
180	0.07216012994
181	0.07214123374
182	0.07213341491
183	0.07210831497
184	0.07206735055
185	0.07204121465
186	0.07196052782
187	0.07190054929
188	0.07188198833
189	0.07183406384
190	0.07179692448
191	0.0717862867
192	0.07174808109
193	0.07172591203
194	0.07160044525
195	0.07157918473
196	0.07152416213
197	0.07149035124
198	0.07147983424
199	0.07144039048
200	0.07143091359
201	0.07139084432
202	0.07134487866
203	0.07132796286
204	0.07128901053
205	0.0712659518
206	0.07124590222
207	0.07121648801
208	0.07120423542
209	0.07119508389
210	0.07117967089
211	0.07116272491
212	0.07112913231
213	0.07111173646
214	0.07106455416
215	0.07104615499
216	0.07103709154
217	0.07095718226
218	0.07090854364
219	0.07087708536
220	0.07084828645
221	0.07084052925
222	0.07081488569
223	0.0707951455
224	0.07078107034
225	0.07075252613
226	0.07071716357
227	0.07070881299
228	0.07070143183
229	0.07068719697
230	0.0706725399
231	0.07065535118
232	0.07063454117
233	0.07060595922
234	0.07059509305
235	0.07058958289
236	0.07056710898
237	0.07056304864
238	0.07052753113
239	0.07050362415
240	0.07048371282
241	0.07046702191
242	0.07045010387
243	0.07043658433
244	0.07042136539
245	0.07040947053
246	0.07036514758
247	0.07035078437
248	0.07033866844
249	0.0703226398
250	0.07030167127
251	0.07029806487
252	0.07028799181
253	0.07026588493
254	0.07025300179
255	0.07021733687
256	0.07019987959
257	0.07018935623
258	0.07017230907
259	0.07016997325
260	0.07016304158
261	0.07015467644
262	0.07014814559
263	0.07013885668
264	0.07012372369
265	0.07010960205
266	0.07010476009
267	0.07009760317
268	0.07008462685
269	0.07007348291
270	0.07006303427
271	0.07004860747
272	0.07002165894
273	0.07001530034
274	0.07000477541
275	0.0699717818
276	0.06995884887
277	0.06995546334
278	0.06993305291
279	0.06991149678
280	0.06990678429
281	0.06989195574
282	0.06988023515
283	0.06987010543
284	0.06986199702
285	0.06983950124
286	0.06983324806
287	0.06981539748
288	0.06979941028
289	0.06978974009
290	0.06977726046
291	0.06976843402
292	0.06974732616
293	0.06974487244
294	0.06973715632
295	0.06972493754
296	0.06971046268
297	0.06970171823
298	0.06969331629
